Пол;Не сдал(-а);Посещение до Контрольная работа 1;Баллы до Контрольная работа 1;Процент баллов до Контрольная работа 1;Контрольная работа 1;Посещение до Контрольная работа 2;Баллы до Контрольная работа 2;Процент баллов до Контрольная работа 2;Контрольная работа 2;Посещение до Контрольная работа 3;Баллы до Контрольная работа 3;Процент баллов до Контрольная работа 3;Контрольная работа 3
1.0;0;1.0;0.06;0.19;0.08;1.0;0.03;0.13;0.11;1.0;0.06;0.26;0.16
1.0;0;1.0;0.141;0.45;0.1643;0.5;0.06;0.26;0.12300000000000001;1.0;0.08;0.35;0.175
0.0;0;0.86;0.214;0.69;0.16;1.0;0.055;0.24;0.16399999999999998;0.71;0.135;0.58;0.14
1.0;0;1.0;0.13;0.42;0.1638;1.0;0.06;0.26;0.16879999999999998;1.0;0.1;0.43;0.1435
1.0;0;0.86;0.07;0.23;0.11;1.0;0.06;0.26;0.11;1.0;0.1;0.43;0.12
0.0;0;1.0;0.165;0.53;0.102;1.0;0.055;0.24;0.115;1.0;0.09;0.39;0.125
1.0;0;0.93;0.16;0.52;0.10400000000000001;1.0;0.06;0.26;0.14300000000000002;0.86;0.1;0.43;0.113
1.0;1;0.71;0.1;0.32;0.0705;0.75;0.04;0.17;0.0;0.29;0.0;0.0;0.0
1.0;0;0.93;0.12;0.39;0.13949999999999999;1.0;0.02;0.09;0.155;1.0;0.02;0.09;0.17670000000000002
0.0;0;0.93;0.153;0.49;0.121;1.0;0.03;0.13;0.134;0.86;0.08;0.35;0.145
1.0;1;1.0;0.12500000000000003;0.4;0.1223;1.0;0.0;0.0;0.1796;0.57;0.0;0.0;0.0
1.0;0;0.21;0.01;0.03;0.0;0.0;0.0;0.0;0.0;0.14;0.0;0.0;0.0
0.0;0;0.64;0.14;0.45;0.0674;0.5;0.06;0.26;0.1257;0.29;0.12;0.52;0.171
0.0;0;1.0;0.14;0.45;0.10529999999999999;1.0;0.07;0.3;0.128;1.0;0.081;0.35;0.1887
1.0;0;0.93;0.185;0.6;0.11800000000000001;0.75;0.03;0.13;0.1423;1.0;0.09;0.39;0.19
1.0;0;0.86;0.15;0.48;0.1636;1.0;0.06;0.26;0.15839999999999999;0.86;0.07;0.3;0.17670000000000002
1.0;0;1.0;0.155;0.5;0.127;1.0;0.099;0.43;0.15;1.0;0.13;0.56;0.172
1.0;0;0.93;0.14;0.45;0.09;1.0;0.01;0.04;0.1;1.0;0.02;0.09;0.09
1.0;0;0.79;0.11;0.35;0.13;1.0;0.06;0.26;0.18;1.0;0.08;0.35;0.13
0.0;0;0.5;0.046;0.15;0.0351;0.75;0.015;0.07;0.0;0.29;0.0;0.0;0.0
1.0;1;0.93;0.099;0.32;0.053;1.0;0.03;0.13;0.114;1.0;0.021;0.09;0.085
1.0;0;0.79;0.195;0.63;0.091;1.0;0.045;0.2;0.08;1.0;0.107;0.46;0.113
1.0;0;0.71;0.13;0.42;0.08;0.5;0.06;0.26;0.09;0.57;0.08;0.35;0.1
1.0;0;0.64;0.04;0.13;0.11;1.0;0.01;0.04;0.08;1.0;0.02;0.09;0.05
1.0;0;0.86;0.13;0.42;0.11;1.0;0.06;0.26;0.19;1.0;0.1;0.43;0.18
1.0;0;1.0;0.156;0.5;0.1222;1.0;0.04;0.17;0.19039999999999999;1.0;0.1;0.43;0.158
0.0;1;0.21;0.0;0.0;0.01;0.5;0.01;0.04;0.0;0.14;0.0;0.0;0.0
0.0;0;0.93;0.17800000000000002;0.57;0.122;0.75;0.05;0.22;0.135;1.0;0.151;0.65;0.177
0.0;0;0.86;0.1;0.32;0.12;0.75;0.04;0.17;0.07;1.0;0.06;0.26;0.12
0.0;0;0.93;0.14;0.45;0.0729;0.75;0.05;0.22;0.135;1.0;0.06;0.26;0.175
0.0;0;0.64;0.04;0.13;0.07;0.75;0.02;0.09;0.09;0.43;0.04;0.17;0.06
1.0;0;0.71;0.16;0.52;0.1067;0.25;0.06;0.26;0.052300000000000006;0.57;0.1;0.43;0.121
1.0;0;0.43;0.04;0.13;0.0;0.25;0.04;0.17;0.0;0.29;0.05;0.22;0.0
1.0;0;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0;0.79;0.12;0.39;0.14;1.0;0.04;0.17;0.17;1.0;0.07;0.3;0.14
0.0;0;0.79;0.09;0.29;0.12;1.0;0.04;0.17;0.16;1.0;0.03;0.13;0.13
0.0;0;1.0;0.165;0.53;0.139;0.5;0.02;0.09;0.136;0.86;0.077;0.33;0.11199999999999999
0.0;0;1.0;0.15;0.48;0.15;1.0;0.06;0.26;0.19;1.0;0.1;0.43;0.2
0.0;0;0.79;0.13;0.42;0.091;0.25;0.04;0.17;0.18460000000000001;0.29;0.055;0.24;0.165
1.0;0;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0;0.57;0.07400000000000001;0.24;0.115;0.25;0.044000000000000004;0.19;0.084;0.71;0.079;0.34;0.154
1.0;0;0.93;0.14;0.45;0.1716;1.0;0.04;0.17;0.1446;0.71;0.08;0.35;0.1537
1.0;1;0.43;0.038;0.12;0.076;1.0;0.0;0.0;0.031400000000000004;0.43;0.0;0.0;0.02
0.0;1;0.64;0.1;0.32;0.0229;0.75;0.0;0.0;0.0;0.43;0.0;0.0;0.0
1.0;0;0.86;0.125;0.4;0.12380000000000001;1.0;0.05;0.22;0.026699999999999998;0.43;0.02;0.09;0.0917
0.0;0;0.93;0.15;0.48;0.12;1.0;0.08;0.35;0.15;0.43;0.08;0.35;0.12
1.0;0;1.0;0.17;0.55;0.145;1.0;0.04;0.17;0.111;0.71;0.1;0.43;0.0983
1.0;0;0.86;0.07;0.23;0.12;1.0;0.04;0.17;0.13;1.0;0.08;0.35;0.1
1.0;0;0.79;0.0;0.0;0.05;0.75;0.0;0.0;0.03;0.29;0.0;0.0;0.0
1.0;0;0.64;0.15;0.48;0.157;0.75;0.06;0.26;0.1761;0.71;0.13;0.56;0.1937
0.0;0;1.0;0.1295;0.42;0.10800000000000001;1.0;0.0795;0.35;0.10400000000000001;1.0;0.12;0.52;0.12300000000000001
1.0;1;0.64;0.0;0.0;0.025;0.25;0.0;0.0;0.0;0.43;0.0;0.0;0.0
1.0;0;0.36;0.01;0.03;0.01;0.5;0.0;0.0;0.0;0.14;0.0;0.0;0.0
1.0;1;0.71;0.035500000000000004;0.11;0.015;1.0;0.0335;0.15;0.084;1.0;0.07300000000000001;0.32;0.046
0.0;0;0.86;0.14;0.45;0.13;0.75;0.08;0.35;0.11;0.86;0.13;0.56;0.12
1.0;0;0.71;0.17;0.55;0.1363;1.0;0.04;0.17;0.16;1.0;0.1;0.43;0.125
1.0;0;1.0;0.19799999999999998;0.64;0.11900000000000001;0.5;0.031;0.13;0.12;1.0;0.13;0.56;0.19
1.0;1;0.21;0.02;0.06;0.013500000000000002;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1;0.21;0.0;0.0;0.0;0.0;0.0;0.0;0.09759999999999999;0.14;0.0;0.0;0.04
1.0;0;1.0;0.09;0.29;0.11;0.5;0.02;0.09;0.19;0.43;0.01;0.04;0.0
0.0;0;0.86;0.131;0.42;0.08199999999999999;1.0;0.055;0.24;0.154;1.0;0.115;0.5;0.16
0.0;0;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;1;0.64;0.03;0.1;0.02;0.75;0.01;0.04;0.08;0.43;0.0;0.0;0.0
0.0;0;0.36;0.04;0.13;0.0375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0;1.0;0.16;0.52;0.1;1.0;0.06;0.26;0.14;1.0;0.1;0.43;0.12
1.0;1;1.0;0.0;0.0;0.0849;1.0;0.0;0.0;0.08;1.0;0.03;0.13;0.07
1.0;0;0.71;0.08;0.26;0.04;1.0;0.02;0.09;0.12;1.0;0.01;0.04;0.11
1.0;0;0.93;0.09;0.29;0.10300000000000001;1.0;0.05;0.22;0.11699999999999999;0.14;0.04;0.17;0.0
0.0;0;0.93;0.1;0.32;0.08;0.75;0.07;0.3;0.11;1.0;0.14;0.61;0.13
1.0;0;0.71;0.145;0.47;0.0867;0.25;0.06;0.26;0.0803;0.57;0.1;0.43;0.085
1.0;1;0.29;0.02;0.06;0.04;1.0;0.01;0.04;0.0;0.71;0.0;0.0;0.0
0.0;1;0.79;0.06;0.19;0.06;1.0;0.04;0.17;0.0;0.86;0.1;0.43;0.06
1.0;0;0.86;0.168;0.54;0.12;1.0;0.054000000000000006;0.23;0.135;1.0;0.13;0.56;0.17
0.0;0;0.79;0.31;1.0;0.0942;1.0;0.04;0.17;0.0;0.86;0.2;0.87;0.095
1.0;1;0.43;0.05;0.16;0.02;0.75;0.01;0.04;0.11;0.86;0.0;0.0;0.1
1.0;0;1.0;0.07;0.23;0.02;0.75;0.06;0.26;0.05;0.71;0.1;0.43;0.04
1.0;0;0.29;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.29;0.0;0.0;0.0
1.0;0;0.86;0.16;0.52;0.15460000000000002;0.75;0.06;0.26;0.1875;1.0;0.08;0.35;0.15
1.0;0;0.93;0.12;0.39;0.17300000000000001;1.0;0.06;0.26;0.1634;1.0;0.12;0.52;0.177
1.0;0;0.71;0.14;0.45;0.11;1.0;0.02;0.09;0.07;0.57;0.0;0.0;0.07
1.0;0;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0;0.79;0.18;0.58;0.12;0.5;0.06;0.26;0.15;0.57;0.05;0.22;0.13
1.0;0;0.79;0.114;0.37;0.142;0.5;0.05;0.22;0.153;1.0;0.14;0.61;0.177
0.0;0;0.86;0.15;0.48;0.1165;1.0;0.06;0.26;0.1151;0.71;0.1;0.43;0.16920000000000002
1.0;0;1.0;0.16;0.52;0.1714;1.0;0.06;0.26;0.1822;1.0;0.1;0.43;0.1564
1.0;0;0.93;0.18;0.58;0.1309;1.0;0.05;0.22;0.1501;0.71;0.09;0.39;0.16899999999999998
1.0;0;0.93;0.165;0.53;0.1422;1.0;0.04;0.17;0.1233;1.0;0.09;0.39;0.165
0.0;0;0.86;0.15;0.48;0.02;0.75;0.12;0.52;0.08;0.86;0.15;0.65;0.08
1.0;0;1.0;0.15600000000000003;0.5;0.156;1.0;0.1;0.43;0.0;0.86;0.127;0.55;0.16
0.0;0;0.29;0.16;0.52;0.15;0.75;0.05;0.22;0.2;1.0;0.1;0.43;0.2
1.0;0;0.57;0.16;0.52;0.1157;0.5;0.06;0.26;0.1487;0.71;0.1;0.43;0.1497
1.0;0;0.93;0.04;0.13;0.08;1.0;0.04;0.17;0.11;1.0;0.08;0.35;0.09
1.0;0;0.36;0.09;0.29;0.08;0.25;0.07;0.3;0.07;0.86;0.17;0.74;0.02
1.0;0;0.5;0.052000000000000005;0.17;0.0;0.5;0.01;0.04;0.11699999999999999;0.43;0.01;0.04;0.08900000000000001
1.0;1;0.79;0.066;0.21;0.077;1.0;0.037000000000000005;0.16;0.113;0.57;0.012;0.05;0.122
0.0;0;0.86;0.2;0.65;0.1173;1.0;0.04;0.17;0.1377;1.0;0.02;0.09;0.11779999999999999
0.0;0;0.79;0.15;0.48;0.0917;1.0;0.09;0.39;0.0525;1.0;0.081;0.35;0.0617
1.0;0;0.86;0.04;0.13;0.0855;1.0;0.0;0.0;0.0;0.86;0.0;0.0;0.095
1.0;0;0.86;0.12;0.39;0.10640000000000001;1.0;0.06;0.26;0.1011;0.86;0.08;0.35;0.157
1.0;0;0.21;0.01;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0;0.79;0.13;0.42;0.0592;1.0;0.02;0.09;0.115;0.43;0.08;0.35;0.105
0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0;0.79;0.075;0.24;0.08810000000000001;1.0;0.01;0.04;0.0;0.0;0.0;0.0;0.0
1.0;0;0.93;0.10800000000000001;0.35;0.1441;1.0;0.07;0.3;0.139;1.0;0.08;0.35;0.171
0.0;0;0.5;0.1;0.32;0.06570000000000001;0.5;0.135;0.59;0.1207;0.57;0.06;0.26;0.122
0.0;0;0.93;0.16;0.52;0.2;0.75;0.0574;0.25;0.1691;0.71;0.091;0.39;0.2
0.0;0;0.71;0.16;0.52;0.14;0.25;0.06;0.26;0.149;0.71;0.1;0.43;0.131
1.0;0;0.14;0.06;0.19;0.0;0.25;0.0;0.0;0.02;0.86;0.1;0.43;0.03
0.0;0;0.79;0.1445;0.47;0.11599999999999999;1.0;0.0955;0.41;0.17;1.0;0.15;0.65;0.19
1.0;0;0.93;0.14;0.45;0.07;1.0;0.05;0.22;0.1;0.86;0.09;0.39;0.12
1.0;0;0.86;0.115;0.37;0.11;1.0;0.08;0.35;0.16;1.0;0.13;0.56;0.17
0.0;0;0.79;0.128;0.41;0.064;1.0;0.055;0.24;0.114;1.0;0.16;0.69;0.15
1.0;0;0.43;0.09;0.29;0.07;0.75;0.06;0.26;0.1;0.86;0.04;0.17;0.11
0.0;0;1.0;0.16;0.52;0.0935;1.0;0.06;0.26;0.0867;1.0;0.1;0.43;0.09
1.0;0;0.79;0.12;0.39;0.07339999999999999;1.0;0.06;0.26;0.0833;0.86;0.085;0.37;0.132
1.0;0;0.29;0.12;0.39;0.06849999999999999;0.25;0.0825;0.36;0.10210000000000001;0.29;0.1;0.43;0.06
1.0;0;0.79;0.13699999999999998;0.44;0.11699999999999999;1.0;0.107;0.46;0.095;0.29;0.11;0.48;0.042
1.0;0;0.79;0.19;0.61;0.06;0.75;0.06;0.26;0.02;0.86;0.18;0.78;0.1
1.0;0;0.93;0.16;0.52;0.0766;1.0;0.06;0.26;0.1161;0.57;0.1;0.43;0.09369999999999999
0.0;0;0.71;0.0535;0.17;0.099;0.5;0.04650000000000001;0.2;0.147;0.86;0.13;0.56;0.12300000000000001
0.0;0;0.57;0.03;0.1;0.04;0.25;0.0;0.0;0.0;0.43;0.0;0.0;0.0
1.0;1;0.36;0.0;0.0;0.006999999999999999;0.0;0.0;0.0;0.0;0.71;0.0;0.0;0.0
1.0;1;0.64;0.048;0.15;0.0167;0.25;0.0;0.0;0.0894;0.14;0.0;0.0;0.015
1.0;0;1.0;0.14;0.45;0.16;1.0;0.06;0.26;0.14;1.0;0.1;0.43;0.19
1.0;0;0.79;0.12;0.39;0.11;0.25;0.0;0.0;0.15;1.0;0.1;0.43;0.13
0.0;0;0.07;0.005;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0;0.86;0.12;0.39;0.06;1.0;0.08;0.35;0.13;0.86;0.1;0.43;0.1
1.0;0;0.93;0.1;0.32;0.12;1.0;0.05;0.22;0.11;0.71;0.06;0.26;0.15
1.0;1;0.5;0.03;0.1;0.0175;0.75;0.0;0.0;0.10099999999999999;0.29;0.0;0.0;0.0
1.0;0;1.0;0.1;0.32;0.13;0.5;0.04;0.17;0.15;1.0;0.08;0.35;0.13
0.0;0;0.79;0.16;0.52;0.06;1.0;0.04;0.17;0.07;0.86;0.02;0.09;0.08
0.0;0;0.21;0.024;0.08;0.0;0.75;0.009;0.04;0.0;0.29;0.004;0.02;0.0
1.0;1;1.0;0.04;0.13;0.059800000000000006;1.0;0.01;0.04;0.0484;0.29;0.0;0.0;0.03
1.0;0;1.0;0.12;0.39;0.12;1.0;0.075;0.33;0.12;1.0;0.1;0.43;0.05
1.0;0;0.5;0.055;0.18;0.13;0.75;0.05;0.22;0.16;0.57;0.08;0.35;0.15
1.0;0;1.0;0.13149999999999998;0.42;0.183;1.0;0.07;0.3;0.1967;1.0;0.12;0.52;0.177
0.0;0;0.93;0.16;0.52;0.1184;1.0;0.06;0.26;0.1447;1.0;0.1;0.43;0.125
1.0;1;0.21;0.0;0.0;0.0;0.75;0.02;0.09;0.0;0.43;0.0;0.0;0.08
1.0;0;0.36;0.05;0.16;0.05;0.25;0.07;0.3;0.0;0.57;0.08;0.35;0.0
1.0;0;1.0;0.16;0.52;0.041299999999999996;1.0;0.06;0.26;0.055;1.0;0.09;0.39;0.12369999999999999
1.0;0;0.93;0.055999999999999994;0.18;0.025;0.75;0.03;0.13;0.0913;0.14;0.02;0.09;0.0
0.0;0;1.0;0.09299999999999999;0.3;0.127;1.0;0.068;0.3;0.17;1.0;0.11699999999999999;0.51;0.156
1.0;0;1.0;0.12;0.39;0.14;1.0;0.085;0.37;0.12;1.0;0.095;0.41;0.13
0.0;0;1.0;0.09;0.29;0.09;0.25;0.0;0.0;0.13;0.71;0.05;0.22;0.19
1.0;0;0.5;0.0;0.0;0.0025;0.25;0.0;0.0;0.0;0.71;0.0;0.0;0.0
1.0;0;1.0;0.16;0.52;0.1402;1.0;0.06;0.26;0.19140000000000001;1.0;0.1;0.43;0.175
1.0;0;0.71;0.1225;0.4;0.124;0.75;0.0725;0.31;0.075;1.0;0.151;0.65;0.115
1.0;1;0.57;0.12;0.39;0.01;1.0;0.02;0.09;0.0;0.0;0.07;0.3;0.0
0.0;0;0.86;0.2;0.65;0.12;1.0;0.04;0.17;0.139;1.0;0.02;0.09;0.157
1.0;0;0.79;0.13;0.42;0.0986;0.5;0.04;0.17;0.1233;0.57;0.06;0.26;0.043
1.0;0;0.79;0.13;0.42;0.1027;1.0;0.030999999999999996;0.13;0.1553;0.86;0.024;0.1;0.17
1.0;0;1.0;0.11699999999999999;0.38;0.032;1.0;0.059000000000000004;0.26;0.0883;1.0;0.095;0.41;0.14
1.0;0;1.0;0.13;0.42;0.1745;1.0;0.06;0.26;0.18530000000000002;1.0;0.08;0.35;0.13140000000000002
1.0;1;0.36;0.0;0.0;0.002;0.5;0.0;0.0;0.015;0.86;0.0;0.0;0.0233
1.0;0;0.86;0.15;0.48;0.16;0.5;0.09;0.39;0.2;1.0;0.11;0.48;0.14
0.0;0;1.0;0.153;0.49;0.12;1.0;0.051;0.22;0.136;0.86;0.06;0.26;0.175
1.0;0;1.0;0.09;0.29;0.10869999999999999;1.0;0.064;0.28;0.08;1.0;0.08;0.35;0.1533
0.0;0;1.0;0.2;0.65;0.10439999999999999;1.0;0.06;0.26;0.1373;1.0;0.091;0.39;0.1557
0.0;0;0.79;0.125;0.4;0.10400000000000001;1.0;0.06;0.26;0.136;0.43;0.05;0.22;0.114
1.0;0;0.71;0.135;0.44;0.069;1.0;0.032;0.14;0.162;0.86;0.12;0.52;0.063
0.0;0;0.86;0.098;0.32;0.047;1.0;0.084;0.36;0.102;1.0;0.11699999999999999;0.51;0.12
0.0;0;1.0;0.12;0.39;0.13;1.0;0.06;0.26;0.14;1.0;0.1;0.43;0.18
1.0;0;0.86;0.157;0.51;0.1525;1.0;0.059000000000000004;0.26;0.1612;1.0;0.1;0.43;0.1697
0.0;0;1.0;0.15;0.48;0.0821;1.0;0.05;0.22;0.11470000000000001;1.0;0.054000000000000006;0.23;0.163
1.0;0;0.93;0.14;0.45;0.11230000000000001;0.75;0.09;0.39;0.1166;1.0;0.052000000000000005;0.23;0.191
1.0;0;0.64;0.12;0.39;0.1012;0.25;0.02;0.09;0.105;0.57;0.08;0.35;0.055
1.0;0;0.93;0.109;0.35;0.0263;1.0;0.055;0.24;0.1495;0.71;0.075;0.32;0.15
0.0;0;0.93;0.14;0.45;0.1516;1.0;0.06;0.26;0.156;1.0;0.08;0.35;0.155
1.0;0;1.0;0.159;0.51;0.1535;1.0;0.06;0.26;0.14550000000000002;1.0;0.1;0.43;0.185
0.0;0;0.93;0.14;0.45;0.09;1.0;0.08;0.35;0.09;0.43;0.08;0.35;0.07
0.0;0;0.43;0.13;0.42;0.14;1.0;0.06;0.26;0.11;1.0;0.05;0.22;0.07
0.0;0;0.71;0.152;0.49;0.134;0.75;0.009;0.04;0.17;0.86;0.036000000000000004;0.16;0.122
0.0;0;0.93;0.10400000000000001;0.34;0.09539999999999998;1.0;0.05;0.22;0.131;0.86;0.08;0.35;0.11
0.0;0;1.0;0.16;0.52;0.1517;1.0;0.04;0.17;0.1041;1.0;0.1;0.43;0.182
1.0;0;0.0;0.005;0.02;0.0;0.5;0.004;0.02;0.0;0.29;0.004;0.02;0.0
1.0;0;0.86;0.14;0.45;0.0875;0.75;0.06;0.26;0.1173;0.86;0.1;0.43;0.2
1.0;0;0.79;0.125;0.4;0.1;0.5;0.065;0.28;0.06;0.57;0.1;0.43;0.08
0.0;0;1.0;0.14;0.45;0.1184;1.0;0.06;0.26;0.1286;1.0;0.1;0.43;0.17300000000000001
0.0;1;0.86;0.02;0.06;0.02;0.5;0.0;0.0;0.05;0.43;0.0;0.0;0.1
1.0;0;1.0;0.16;0.52;0.1422;1.0;0.06;0.26;0.155;1.0;0.1;0.43;0.2
1.0;0;0.93;0.14200000000000002;0.46;0.166;1.0;0.11;0.48;0.085;1.0;0.142;0.61;0.172
0.0;0;0.86;0.215;0.69;0.11;1.0;0.06;0.26;0.102;0.71;0.06;0.26;0.07
1.0;0;0.86;0.06;0.19;0.09;1.0;0.02;0.09;0.1;1.0;0.01;0.04;0.1
0.0;1;0.71;0.105;0.34;0.07;1.0;0.04;0.17;0.04;0.86;0.0;0.0;0.08
1.0;0;0.79;0.16;0.52;0.12;0.75;0.06;0.26;0.12;1.0;0.1;0.43;0.12
1.0;1;0.86;0.040999999999999995;0.13;0.035;1.0;0.009;0.04;0.064;1.0;0.047;0.2;0.062
1.0;0;0.79;0.16;0.52;0.1366;1.0;0.05;0.22;0.15;0.86;0.09;0.39;0.1787
1.0;0;0.93;0.12;0.39;0.18989999999999999;1.0;0.06;0.26;0.1833;1.0;0.13;0.56;0.198
1.0;0;0.79;0.126;0.41;0.067;1.0;0.025;0.11;0.09699999999999999;1.0;0.06;0.26;0.159
1.0;0;0.64;0.08;0.26;0.065;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0;0.93;0.16;0.52;0.1333;1.0;0.06;0.26;0.1433;1.0;0.1;0.43;0.1334
0.0;0;0.86;0.19;0.61;0.06;0.75;0.01;0.04;0.1;0.86;0.2;0.87;0.06
1.0;0;1.0;0.1495;0.48;0.174;1.0;0.09949999999999999;0.43;0.165;1.0;0.127;0.55;0.193
1.0;0;0.86;0.13;0.42;0.1048;1.0;0.06;0.26;0.105;1.0;0.1;0.43;0.136
1.0;1;1.0;0.054000000000000006;0.17;0.01;1.0;0.009;0.04;0.039;1.0;0.019999999999999997;0.09;0.06
