Пол;Не сдал(-а);Посещение до Контрольная работа 1;Баллы до Контрольная работа 1;Процент баллов до Контрольная работа 1;Контрольная работа 1;Посещение до Контрольная работа 2;Баллы до Контрольная работа 2;Процент баллов до Контрольная работа 2;Контрольная работа 2;Посещение до Контрольная работа 3;Баллы до Контрольная работа 3;Процент баллов до Контрольная работа 3;Контрольная работа 3
0.0;0;0.93;0.19700000000000004;0.64;0.13699999999999998;1.0;0.055;0.24;0.085;1.0;0.20600000000000002;0.89;0.157
1.0;0;0.64;0.14;0.45;0.1;0.5;0.04;0.17;0.08;1.0;0.07;0.3;0.1
0.0;0;1.0;0.16;0.52;0.04650000000000001;1.0;0.06;0.26;0.1317;1.0;0.1;0.43;0.06
1.0;0;0.79;0.15;0.48;0.0353;1.0;0.06;0.26;0.0533;1.0;0.06;0.26;0.1
1.0;1;1.0;0.09949999999999999;0.32;0.068;1.0;0.07550000000000001;0.33;0.0;0.86;0.016;0.07;0.095
1.0;0;0.5;0.1;0.32;0.13;0.75;0.06;0.26;0.16;0.57;0.03;0.13;0.11
1.0;0;1.0;0.05;0.16;0.08;0.75;0.03;0.13;0.14;1.0;0.1;0.43;0.18
1.0;0;0.71;0.05;0.16;0.07;1.0;0.01;0.04;0.12;0.86;0.04;0.17;0.19
1.0;0;0.64;0.1066;0.34;0.0942;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0;0.79;0.059;0.19;0.084;0.75;0.032;0.14;0.174;0.86;0.059000000000000004;0.26;0.182
1.0;1;1.0;0.04;0.13;0.0535;0.5;0.0;0.0;0.0;0.71;0.0;0.0;0.06
1.0;0;0.93;0.15200000000000002;0.49;0.154;1.0;0.08800000000000001;0.38;0.153;0.86;0.151;0.65;0.153
0.0;0;0.79;0.1;0.32;0.01;0.75;0.11;0.48;0.03;1.0;0.11;0.48;0.01
0.0;0;0.57;0.09;0.29;0.0325;1.0;0.06;0.26;0.1266;1.0;0.06;0.26;0.098
1.0;0;1.0;0.16;0.52;0.168;1.0;0.06;0.26;0.18899999999999997;1.0;0.11;0.48;0.14800000000000002
1.0;0;1.0;0.01;0.03;0.04;1.0;0.01;0.04;0.07;1.0;0.0;0.0;0.07
1.0;0;1.0;0.14300000000000002;0.46;0.1295;0.75;0.04;0.17;0.158;0.86;0.1;0.43;0.15
1.0;0;0.29;0.06;0.19;0.0;0.0;0.0;0.0;0.0;0.29;0.0;0.0;0.0508
1.0;0;0.71;0.185;0.6;0.13140000000000002;0.5;0.06;0.26;0.1333;0.57;0.12;0.52;0.19469999999999998
0.0;0;1.0;0.055999999999999994;0.18;0.0377;1.0;0.06;0.26;0.03;0.86;0.07;0.3;0.122
1.0;0;1.0;0.16;0.52;0.1686;1.0;0.06;0.26;0.1267;1.0;0.1;0.43;0.113
0.0;0;0.86;0.054000000000000006;0.17;0.057999999999999996;1.0;0.036000000000000004;0.16;0.12;1.0;0.11;0.48;0.115
0.0;0;0.79;0.08800000000000001;0.28;0.1291;1.0;0.06;0.26;0.1297;1.0;0.009000000000000001;0.04;0.192
0.0;0;0.86;0.15;0.48;0.08;0.75;0.08;0.35;0.13;1.0;0.125;0.54;0.15
1.0;0;1.0;0.15;0.48;0.06;1.0;0.07;0.3;0.09630000000000001;1.0;0.07;0.3;0.155
1.0;0;0.86;0.07;0.23;0.03;0.5;0.09;0.39;0.02;1.0;0.13;0.56;0.05
1.0;0;0.79;0.13;0.42;0.1408;1.0;0.02;0.09;0.13699999999999998;1.0;0.06;0.26;0.135
1.0;0;0.64;0.16;0.52;0.12;0.25;0.027999999999999997;0.12;0.12390000000000001;0.29;0.006999999999999999;0.03;0.2
0.0;0;1.0;0.15;0.48;0.0745;1.0;0.06;0.26;0.083;1.0;0.09;0.39;0.0817
1.0;0;0.86;0.11;0.35;0.1186;0.75;0.054000000000000006;0.23;0.1815;0.0;0.017;0.07;0.1553
1.0;1;0.86;0.07;0.23;0.06;1.0;0.02;0.09;0.08;1.0;0.06;0.26;0.06
1.0;0;1.0;0.15;0.48;0.133;1.0;0.05;0.22;0.0;0.86;0.04;0.17;0.18
0.0;1;1.0;0.08;0.26;0.08;1.0;0.03;0.13;0.11;1.0;0.05;0.22;0.12
0.0;1;0.86;0.02;0.06;0.0371;1.0;0.0;0.0;0.07440000000000001;1.0;0.0;0.0;0.063
1.0;0;0.93;0.06;0.19;0.0385;0.5;0.0443;0.19;0.1487;1.0;0.1675;0.73;0.1517
1.0;0;1.0;0.16;0.52;0.0782;1.0;0.06;0.26;0.0547;1.0;0.1;0.43;0.12
1.0;0;0.93;0.1265;0.41;0.11199999999999999;1.0;0.06849999999999999;0.3;0.08;1.0;0.195;0.84;0.171
1.0;0;0.86;0.0;0.0;0.0553;1.0;0.0;0.0;0.047599999999999996;0.14;0.0;0.0;0.0
1.0;1;1.0;0.08;0.26;0.1026;1.0;0.02;0.09;0.11410000000000001;1.0;0.0;0.0;0.17
1.0;0;0.79;0.10300000000000001;0.33;0.092;1.0;0.05;0.22;0.087;1.0;0.145;0.63;0.134
1.0;0;1.0;0.14300000000000002;0.46;0.115;1.0;0.05;0.22;0.152;1.0;0.1;0.43;0.1867
1.0;0;0.57;0.16;0.52;0.07;0.25;0.06;0.26;0.0433;0.57;0.1;0.43;0.1167
1.0;0;0.71;0.17;0.55;0.1625;0.75;0.04;0.17;0.179;0.71;0.1;0.43;0.107
0.0;0;1.0;0.1285;0.41;0.13;1.0;0.0805;0.35;0.152;1.0;0.144;0.62;0.155
1.0;1;0.79;0.06;0.19;0.0252;1.0;0.0;0.0;0.041299999999999996;1.0;0.0;0.0;0.054000000000000006
1.0;0;1.0;0.13;0.42;0.087;1.0;0.05;0.22;0.06570000000000001;1.0;0.1;0.43;0.071
1.0;0;0.57;0.017;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0;0.93;0.16;0.52;0.12;1.0;0.06;0.26;0.135;1.0;0.1;0.43;0.105
1.0;0;1.0;0.16;0.52;0.061399999999999996;1.0;0.06;0.26;0.11;1.0;0.09;0.39;0.17170000000000002
0.0;0;0.86;0.115;0.37;0.122;0.75;0.061;0.26;0.1494;0.29;0.06;0.26;0.165
0.0;0;0.86;0.16;0.52;0.11;1.0;0.09;0.39;0.1;0.57;0.07;0.3;0.13
1.0;0;1.0;0.13;0.42;0.131;0.75;0.04;0.17;0.1475;0.57;0.0;0.0;0.16670000000000001
1.0;0;0.93;0.13;0.42;0.16;1.0;0.04;0.17;0.12;0.86;0.07;0.3;0.13
1.0;1;1.0;0.081;0.26;0.067;1.0;0.037000000000000005;0.16;0.12;0.86;0.09699999999999999;0.42;0.124
1.0;1;0.5;0.105;0.34;0.1067;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1;0.93;0.11;0.35;0.068;1.0;0.06;0.26;0.045700000000000005;1.0;0.04;0.17;0.03
1.0;0;1.0;0.11;0.35;0.075;1.0;0.06;0.26;0.0707;1.0;0.06;0.26;0.05
1.0;0;1.0;0.18;0.58;0.09570000000000001;1.0;0.05;0.22;0.1925;1.0;0.13;0.56;0.1177
1.0;0;1.0;0.15;0.48;0.1461;1.0;0.04;0.17;0.14800000000000002;1.0;0.1;0.43;0.17800000000000002
1.0;1;0.64;0.07200000000000001;0.23;0.037000000000000005;0.25;0.02;0.09;0.0933;0.43;0.0;0.0;0.0
0.0;0;0.93;0.06499999999999999;0.21;0.065;1.0;0.092;0.4;0.069;0.86;0.15;0.65;0.098
1.0;0;0.79;0.04;0.13;0.15;0.5;0.02;0.09;0.2;0.57;0.02;0.09;0.2
1.0;0;0.79;0.16;0.52;0.07;0.75;0.06;0.26;0.07;0.57;0.1;0.43;0.07
0.0;0;1.0;0.15;0.48;0.152;1.0;0.04;0.17;0.085;1.0;0.06;0.26;0.07
0.0;0;0.57;0.12;0.39;0.08;1.0;0.04;0.17;0.09;1.0;0.1;0.43;0.12
1.0;0;0.79;0.138;0.45;0.1137;1.0;0.055;0.24;0.1467;1.0;0.1;0.43;0.129
1.0;0;1.0;0.13;0.42;0.12;1.0;0.03;0.13;0.15;1.0;0.08;0.35;0.06
1.0;0;0.93;0.085;0.27;0.0947;1.0;0.06;0.26;0.1349;0.86;0.08;0.35;0.1293
0.0;0;0.93;0.14;0.45;0.1472;1.0;0.06;0.26;0.10039999999999999;0.86;0.08;0.35;0.10800000000000001
1.0;0;0.79;0.105;0.34;0.11;1.0;0.055;0.24;0.15;1.0;0.065;0.28;0.13
0.0;0;0.86;0.13;0.42;0.1277;1.0;0.04;0.17;0.0925;0.86;0.1;0.43;0.121
1.0;1;1.0;0.029000000000000005;0.09;0.031;1.0;0.025;0.11;0.107;1.0;0.057;0.25;0.035
1.0;1;0.71;0.09;0.29;0.0225;0.0;0.01;0.04;0.0557;0.86;0.03;0.13;0.0695
0.0;0;0.64;0.09;0.29;0.15130000000000002;1.0;0.0;0.0;0.1301;0.86;0.02;0.09;0.2
1.0;0;1.0;0.13;0.42;0.14;1.0;0.08;0.35;0.13;1.0;0.125;0.54;0.1
1.0;1;0.07;0.01;0.03;0.02;0.25;0.0;0.0;0.06;0.43;0.0;0.0;0.0
0.0;0;0.86;0.16;0.52;0.04;0.75;0.12;0.52;0.03;0.86;0.14;0.61;0.01
0.0;0;1.0;0.14;0.45;0.0565;1.0;0.05;0.22;0.1;1.0;0.08;0.35;0.175
0.0;1;0.86;0.05;0.16;0.11;1.0;0.01;0.04;0.06;0.43;0.01;0.04;0.0
1.0;0;0.79;0.135;0.44;0.15;1.0;0.05;0.22;0.14;0.71;0.08;0.35;0.12
1.0;1;0.93;0.11;0.35;0.040999999999999995;1.0;0.01;0.04;0.0533;0.86;0.02;0.09;0.0017000000000000001
1.0;0;0.86;0.15;0.48;0.084;1.0;0.06;0.26;0.04;0.86;0.1;0.43;0.114
1.0;0;0.5;0.09;0.29;0.0;0.25;0.01;0.04;0.0;0.14;0.02;0.09;0.0
1.0;1;0.93;0.04;0.13;0.025;0.0;0.0;0.0;0.0;0.29;0.0;0.0;0.0
1.0;0;1.0;0.045;0.15;0.11699999999999999;1.0;0.03;0.13;0.11;1.0;0.08;0.35;0.07
0.0;0;1.0;0.245;0.79;0.10529999999999999;1.0;0.057999999999999996;0.25;0.1057;1.0;0.087;0.38;0.085
0.0;0;1.0;0.16;0.52;0.09;1.0;0.06;0.26;0.149;1.0;0.1;0.43;0.127
1.0;0;1.0;0.16;0.52;0.09050000000000001;1.0;0.06;0.26;0.1223;1.0;0.1;0.43;0.1533
1.0;0;0.79;0.11;0.35;0.15;0.25;0.03;0.13;0.16;0.86;0.1;0.43;0.1
0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;1;1.0;0.13;0.42;0.046;1.0;0.02;0.09;0.0024;1.0;0.06;0.26;0.04
0.0;0;0.86;0.15;0.48;0.1065;1.0;0.06;0.26;0.1408;1.0;0.1;0.43;0.1233
1.0;0;1.0;0.158;0.51;0.14;0.5;0.05;0.22;0.1521;0.43;0.052000000000000005;0.23;0.17600000000000002
1.0;1;0.79;0.04;0.13;0.0338;0.0;0.0;0.0;0.0;0.43;0.0;0.0;0.0
1.0;0;0.43;0.15;0.48;0.13;0.5;0.05;0.22;0.09;0.43;0.07;0.3;0.09
0.0;0;0.93;0.18;0.58;0.12;1.0;0.06;0.26;0.15;1.0;0.135;0.58;0.15
0.0;0;0.64;0.08;0.26;0.1;1.0;0.06;0.26;0.139;1.0;0.09699999999999999;0.42;0.13
1.0;1;0.64;0.111;0.36;0.035;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0;0.57;0.091;0.29;0.02;1.0;0.05;0.22;0.09;0.57;0.08;0.35;0.0
0.0;0;1.0;0.13;0.42;0.15;1.0;0.06;0.26;0.18;1.0;0.1;0.43;0.14
1.0;0;0.57;0.08;0.26;0.177;0.25;0.02;0.09;0.0;0.0;0.05;0.22;0.0
0.0;0;0.93;0.14;0.45;0.1565;0.75;0.04;0.17;0.12240000000000001;0.71;0.1;0.43;0.092
1.0;0;0.93;0.13;0.42;0.2;0.5;0.01;0.04;0.19;1.0;0.09;0.39;0.16
1.0;0;1.0;0.14;0.45;0.12869999999999998;1.0;0.04;0.17;0.15;1.0;0.1;0.43;0.19
0.0;0;0.79;0.14;0.45;0.1005;1.0;0.06;0.26;0.17079999999999998;0.71;0.062;0.27;0.163
1.0;0;0.5;0.115;0.37;0.09;0.5;0.04;0.17;0.13;0.71;0.04;0.17;0.12
0.0;0;1.0;0.1;0.32;0.13;1.0;0.06;0.26;0.17;0.86;0.1;0.43;0.19
1.0;0;0.29;0.0;0.0;0.0716;1.0;0.0;0.0;0.09630000000000001;0.57;0.0;0.0;0.0
0.0;0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0;1.0;0.15;0.48;0.1433;1.0;0.19;0.83;0.16899999999999998;1.0;0.08;0.35;0.155
0.0;1;0.93;0.18;0.58;0.05;0.75;0.05;0.22;0.06;1.0;0.105;0.45;0.04
1.0;0;1.0;0.163;0.53;0.146;0.5;0.04;0.17;0.1158;0.57;0.15;0.65;0.1917
1.0;0;1.0;0.11;0.35;0.13;1.0;0.06;0.26;0.19;1.0;0.09;0.39;0.2
0.0;0;0.86;0.15;0.48;0.17;1.0;0.06;0.26;0.1636;0.71;0.1;0.43;0.1985
1.0;0;0.79;0.17;0.55;0.0375;0.0;0.05;0.22;0.18899999999999997;0.29;0.08;0.35;0.1617
1.0;0;0.93;0.13;0.42;0.1462;0.25;0.0;0.0;0.1301;0.71;0.02;0.09;0.195
0.0;0;0.43;0.11;0.35;0.12;0.5;0.02;0.09;0.15;0.86;0.02;0.09;0.2
1.0;0;0.57;0.04;0.13;0.0463;0.5;0.0;0.0;0.0383;0.43;0.0;0.0;0.0
1.0;0;1.0;0.075;0.24;0.155;1.0;0.07;0.3;0.1316;1.0;0.12;0.52;0.19
1.0;0;1.0;0.125;0.4;0.1275;1.0;0.03;0.13;0.128;1.0;0.136;0.59;0.16
0.0;0;1.0;0.09;0.29;0.09;1.0;0.05;0.22;0.13;1.0;0.09;0.39;0.09
1.0;0;0.93;0.11;0.35;0.04;1.0;0.06;0.26;0.06;1.0;0.1;0.43;0.15
0.0;1;0.64;0.16;0.52;0.01;1.0;0.02;0.09;0.02;0.86;0.06;0.26;0.0
1.0;0;0.93;0.06;0.19;0.0833;1.0;0.017;0.07;0.0908;0.86;0.0;0.0;0.0933
0.0;0;0.71;0.15;0.48;0.048;0.0;0.09129999999999999;0.4;0.09;0.86;0.102;0.44;0.06
0.0;0;1.0;0.156;0.5;0.0679;1.0;0.06;0.26;0.0926;1.0;0.08;0.35;0.0783
0.0;0;0.86;0.16;0.52;0.0639;1.0;0.06;0.26;0.06;1.0;0.1;0.43;0.11
1.0;0;0.79;0.11800000000000001;0.38;0.149;0.5;0.04;0.17;0.171;1.0;0.06;0.26;0.19
0.0;1;0.93;0.07;0.23;0.0632;0.75;0.02;0.09;0.07;0.71;0.0;0.0;0.0733
1.0;0;1.0;0.151;0.49;0.111;1.0;0.025;0.11;0.128;1.0;0.018;0.08;0.115
0.0;0;0.71;0.09;0.29;0.12;0.75;0.05;0.22;0.09;1.0;0.075;0.32;0.07
0.0;0;0.86;0.15;0.48;0.1301;1.0;0.04;0.17;0.1133;0.86;0.06;0.26;0.162
0.0;0;0.64;0.056999999999999995;0.18;0.019;0.75;0.03;0.13;0.09300000000000001;0.86;0.077;0.33;0.14300000000000002
0.0;1;0.57;0.032;0.1;0.08;0.75;0.013000000000000001;0.06;0.12;0.43;0.022000000000000002;0.1;0.157
1.0;0;1.0;0.11399999999999999;0.37;0.115;1.0;0.059000000000000004;0.26;0.1424;1.0;0.1;0.43;0.1025
1.0;1;0.93;0.11;0.35;0.044000000000000004;0.75;0.02;0.09;0.08460000000000001;0.86;0.06;0.26;0.08800000000000001
0.0;0;0.86;0.16;0.52;0.0959;1.0;0.06;0.26;0.1166;1.0;0.1;0.43;0.17
1.0;0;0.71;0.1638;0.53;0.0885;1.0;0.06;0.26;0.1176;1.0;0.07200000000000001;0.31;0.09
1.0;0;0.71;0.188;0.61;0.17;0.75;0.04;0.17;0.1;0.57;0.20199999999999999;0.87;0.13699999999999998
1.0;0;0.86;0.16;0.52;0.07;0.75;0.06;0.26;0.08470000000000001;1.0;0.1;0.43;0.0553
1.0;0;0.64;0.06;0.19;0.11800000000000001;0.75;0.05;0.22;0.1173;0.57;0.14;0.61;0.11699999999999999
1.0;0;0.64;0.02;0.06;0.011000000000000001;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;0;0.5;0.02;0.06;0.04;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0;0.93;0.2;0.65;0.10099999999999999;1.0;0.06;0.26;0.11630000000000001;0.86;0.12;0.52;0.127
1.0;1;0.93;0.07;0.23;0.06;1.0;0.01;0.04;0.1;1.0;0.03;0.13;0.11
1.0;1;0.57;0.08449999999999999;0.27;0.071;1.0;0.0635;0.28;0.0;0.43;0.042;0.18;0.0
1.0;1;0.5;0.03;0.1;0.02;0.5;0.02;0.09;0.1;0.71;0.0;0.0;0.05
1.0;0;0.71;0.018000000000000002;0.06;0.0775;1.0;0.0;0.0;0.081;0.86;0.0;0.0;0.111
0.0;1;0.79;0.07;0.23;0.0;0.25;0.0;0.0;0.0;0.57;0.06;0.26;0.0
1.0;0;1.0;0.16;0.52;0.037000000000000005;1.0;0.06;0.26;0.12380000000000001;1.0;0.1;0.43;0.1161
1.0;1;0.5;0.045;0.15;0.04;0.75;0.02;0.09;0.03;0.43;0.0;0.0;0.08
1.0;0;1.0;0.145;0.47;0.155;1.0;0.06;0.26;0.177;1.0;0.09;0.39;0.139
0.0;1;0.86;0.09050000000000001;0.29;0.03;0.5;0.0575;0.25;0.075;1.0;0.09699999999999999;0.42;0.10300000000000001
1.0;0;1.0;0.139;0.45;0.106;1.0;0.040999999999999995;0.18;0.115;1.0;0.13;0.56;0.07
0.0;0;1.0;0.16;0.52;0.12;1.0;0.06;0.26;0.12;1.0;0.1;0.43;0.13
1.0;0;1.0;0.15;0.48;0.06860000000000001;1.0;0.06;0.26;0.0888;1.0;0.1;0.43;0.0368
0.0;0;0.93;0.14300000000000002;0.46;0.146;0.75;0.07;0.3;0.185;1.0;0.08;0.35;0.139
0.0;0;0.93;0.08;0.26;0.047;0.75;0.03;0.13;0.14;1.0;0.08;0.35;0.11800000000000001
1.0;0;0.93;0.15;0.48;0.1516;1.0;0.04;0.17;0.1704;1.0;0.1;0.43;0.15
1.0;1;0.71;0.09;0.29;0.02;0.0;0.0;0.0;0.0334;0.29;0.04;0.17;0.0
1.0;0;0.86;0.165;0.53;0.16949999999999998;1.0;0.04;0.17;0.191;1.0;0.1;0.43;0.198
1.0;0;0.93;0.08;0.26;0.0553;1.0;0.05;0.22;0.038;1.0;0.02;0.09;0.0833
0.0;0;0.64;0.1;0.32;0.10439999999999999;0.75;0.06;0.26;0.18289999999999998;0.71;0.1;0.43;0.175
0.0;0;0.79;0.13;0.42;0.1;0.75;0.08;0.35;0.15;0.71;0.09;0.39;0.16
1.0;1;0.36;0.0;0.0;0.014199999999999999;1.0;0.0;0.0;0.0;0.86;0.0;0.0;0.01
0.0;0;0.71;0.21100000000000002;0.68;0.10490000000000001;0.75;0.04;0.17;0.1;1.0;0.08;0.35;0.17300000000000001
1.0;0;0.86;0.11;0.35;0.02;1.0;0.01;0.04;0.0;0.43;0.01;0.04;0.0
1.0;0;1.0;0.08;0.26;0.10880000000000001;1.0;0.03;0.13;0.1757;0.71;0.1;0.43;0.1349
0.0;1;0.93;0.08;0.26;0.1;0.75;0.03;0.13;0.1;1.0;0.04;0.17;0.1
1.0;0;0.93;0.14;0.45;0.07200000000000001;1.0;0.06;0.26;0.0757;1.0;0.08;0.35;0.0817
1.0;1;0.57;0.038;0.12;0.0767;0.25;0.0;0.0;0.0833;0.43;0.0;0.0;0.025
1.0;0;1.0;0.06;0.19;0.051500000000000004;1.0;0.02;0.09;0.15;0.86;0.01;0.04;0.0433
1.0;1;0.86;0.055999999999999994;0.18;0.046;1.0;0.02;0.09;0.07200000000000001;1.0;0.05500000000000001;0.24;0.05
1.0;1;0.43;0.06699999999999999;0.22;0.053;1.0;0.081;0.35;0.0;0.57;0.12;0.52;0.0
1.0;0;1.0;0.15;0.48;0.053;1.0;0.06;0.26;0.0207;1.0;0.1;0.43;0.04
1.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1.0;0;0.79;0.16;0.52;0.038;0.75;0.06;0.26;0.1454;0.86;0.1;0.43;0.1133
1.0;0;0.79;0.13;0.42;0.0525;1.0;0.06;0.26;0.049100000000000005;1.0;0.1;0.43;0.0933
0.0;1;0.79;0.04;0.13;0.01;1.0;0.08;0.35;0.01;0.86;0.07;0.3;0.02
0.0;0;0.93;0.16;0.52;0.2;1.0;0.08;0.35;0.2;1.0;0.12;0.52;0.2
0.0;0;1.0;0.13549999999999998;0.44;0.11;1.0;0.1155;0.5;0.124;1.0;0.12;0.52;0.128
0.0;0;0.93;0.1405;0.45;0.14400000000000002;1.0;0.0935;0.41;0.075;0.71;0.193;0.84;0.135
0.0;0;0.64;0.1;0.32;0.1;1.0;0.02;0.09;0.12;0.57;0.0;0.0;0.16
0.0;0;0.86;0.138;0.45;0.1675;1.0;0.06;0.26;0.115;1.0;0.08;0.35;0.157
0.0;0;1.0;0.09;0.29;0.07;0.5;0.07;0.3;0.09;0.86;0.115;0.5;0.1
1.0;1;0.86;0.05;0.16;0.0802;0.5;0.04;0.17;0.0877;0.43;0.0;0.0;0.015
1.0;0;0.79;0.16;0.52;0.07;0.5;0.06;0.26;0.0701;1.0;0.1;0.43;0.085
1.0;1;0.79;0.04;0.13;0.0713;1.0;0.01;0.04;0.0;0.43;0.02;0.09;0.0
1.0;0;0.71;0.16;0.52;0.09300000000000001;0.75;0.06;0.26;0.055;1.0;0.1;0.43;0.08800000000000001
